year,case,title,documenturl,courtline,fileddate,citation,parallelcite,docketnum,summary,searchsnippet1,searchsnippet2,searchsnippet3,searchsnippet4
2010,,"In re Citigroup, Inc. Capital Accumulation Plan Litigation",https://www.westlaw.com/Document/I07a69e51491f11e2900d8cbbe5df030a/View/FullText.html?listSource=Search&list=CASE&rank=643&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, D. Massachusetts.",6-Jan-10,Not Reported in F.Supp.2d,2010 WL 9067986,"02CV10598, 01-CV-02133, 01-CV-03170, 07CV10677, 02CV10542, 00CV11912-NG, 06-CV-03248, 07-CV-10606, MDL 1354 NG, 06CV12095","Plaintiffs Steven Rodemer (Rodemer) and Jerome Renaudin (Renaudin) brought their cases on behalf of Colorado and Louisiana plaintiffs to challenge Citigroup, Inc.'s Capital Accumulation Plan (CAP or the Plan). Senior District Judge Robert E. Keeton granted motions to certify these classes on...","...2d at 1237 Renaudin also offers cases that reject certain noncompetition covenants as overbroad. See SWAT 24 Shreveport Bossier, Inc. v...",...La.1911) (explaining that Lousiana law does not support unreasonable noncompetition provisions). The First Circuit has already rejected an argument that the Plan acted as an effective noncompetition provision that would punish employees: Rather than establishing that one...,"...the public policy of either state, and are not unlawful noncompetition clauses, Citigroup is entitled to summary judgment on the Breach...",
2010,,In re Tarango,https://www.westlaw.com/Document/I68571943010f11dfb08de1b7506ad85b/View/FullText.html?listSource=Search&list=CASE&rank=733&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States Bankruptcy Court, D. New Mexico.",7-Jan-10,424 B.R. 479,2010 WL 114490,"7-07-12829 JL, ADV. 08-1027 J","BANKRUPTCY - Discharge. President's knowledge of loan's nature could not be imputed to lender, which justifiably relied on misrepresentation.","...Settlement Agreement included payment of $71,402.00, a three-year non- compete agreement, and a release of any claims of Mr. Valdez...",,,
2010,,"DAG Jewish Directories, Inc. v. Y & R Media, LLC",https://www.westlaw.com/Document/I6604b220fc5f11de8bf6cd8525c41437/View/FullText.html?listSource=Search&list=CASE&rank=102&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, S.D. New York.",7-Jan-10,Not Reported in F.Supp.2d,2010 WL 46016,09CIV.7802RJH,"COMMERCIAL LAW - Injunction. In an action to enforce a restrictive covenant against a former employee, an employer did not demonstrate a likelihood of success on the merits, and therefore a preliminary injunction was an improper remedy.","...agreement, attached as Exhibit A to that certification, limits the non- compete covenant to a period of twenty-four (24) months, in the...","...uses different language. It states that the agreement limited the non- compete covenant to a period of twenty-four (24) months, within 50...",,
2007,,"Shepard v. City of Batesville, Mississippi",https://www.westlaw.com/Document/I7abff9e2a6fd11dbb29ecfd71e79cb92/View/FullText.html?listSource=Search&list=CASE&rank=694&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, N.D. Mississippi, Delta Division.",8-Jan-07,Not Reported in F.Supp.2d,2007 WL 108288,204CV330-D-B,"Presently before the court is the Defendant's renewed motion for judgment as a matter of law or, in the alternative, for new trial or remittitur. Upon due consideration, the Court finds that the motions shall be denied. The Plaintiff initiated this antitrust action on November 19, 2004. The Plaintiff, Robert Shepard, owns a construction business in...","...Act, of the United States and Mississippi by participating in noncompetitive bidding and acts of unreasonable restraint of trade. The Plaintiff...",,,
2007,,Jackson-Shaw Co. v. Jacksonville Aviation Authority,https://www.westlaw.com/Document/Idd1bf22fa0e611dbab489133ffb377e0/View/FullText.html?listSource=Search&list=CASE&rank=402&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, M.D. Florida, Jacksonville Division.",8-Jan-07,510 F.Supp.2d 691,2007 WL 61059,3:06 CV 84 J 32MCR,REAL PROPERTY - Public Lands. Lease of aviation authority's vacant land to developer did not create a joint venture prohibited by state constitution.,"...the value of plaintiff's claim in equity to enforce a covenant not to compete, and thus the requisite amount in controversy, could be based...","...value of the future effect of the breach of the covenant not to compete. Premier Industrial Corp., 450 F.2d at 447. [A]lthough the...","...for injunctive relief based upon an alleged violation of a covenant not to compete, held that the diversity case was removable to federal court...",
2010,,"Hilderman v. Enea TekSci, Inc.",https://www.westlaw.com/Document/Id612706301e711dfa7e0c40c26bf1b92/View/FullText.html?listSource=Search&list=CASE&rank=474&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, S.D. California.",8-Jan-10,Not Reported in F.Supp.2d,2010 WL 143440,05CV 1049 BTM(AJB),"On January 4, 2010, the Court held a hearing on the parties' motions in limine. For the reasons discussed on the record, the Court rules as follows: 1. Enea's motion to exclude evidence that Baghai's Employment Agreement or HIlderman's Severance Agreement violates Cal. Bus. & Prof.Code § 16600 [Doc. # 139] is DENIED without prejudice as premature....","...of Cal. Bus. & Prof.Code § 16600 or Arizona law governing non- competition clauses are legal matters, not evidentiary ones, and are best...",,,
2010,,"Nordetek Environmental, Inc. v. RDP Technologies, Inc.",https://www.westlaw.com/Document/Ib31c1f3bffe211deae65b23e804c3c12/View/FullText.html?listSource=Search&list=CASE&rank=91&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, E.D. Pennsylvania.",8-Jan-10,677 F.Supp.2d 825,2010 WL 95139,CIV.A.09-4714,LABOR AND EMPLOYMENT - Contracts. Family owned corporation had likelihood of showing that former shareholder's non-compete covenant was enforceable.,"...not have license, saying that shareholder was subject to a non- competition covenant, and disparaging and misrepresenting shareholder and his company and their...","...of Relief 212IV(L) Trade or Business 212 1383 k. Non- competition and non-solicitation issues. (Formerly 212k138.39 Family-owned corporation, which...","...agreement was sufficiently related to shareholder's employment relationship so that non- competition covenant therein was ancillary to shareholder's employment relationship, as required to...","...of Relief 212IV(L) Trade or Business 212 1383 k. Non- competition and non-solicitation issues. (Formerly 212k138.39 Family-owned corporation, which..."
2010,,"Murphy v. Hosanna Youth Facilities, Inc.",https://www.westlaw.com/Document/I15135089022f11dfa7e0c40c26bf1b92/View/FullText.html?listSource=Search&list=CASE&rank=270&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, N.D. Georgia, Atlanta Division.",8-Jan-10,683 F.Supp.2d 1304,2010 WL 145291,1:09-CV-1568-WSD,LABOR AND EMPLOYMENT - Arbitration. Issues of contract validity precluded arbitration.,...severable; (4) parties' failure to reach agreement on separate non- competition agreement did not render employment agreement unenforceable; and (5...,"...to reach a meeting of the minds on a separate non- competition agreement, did not cause employment agreement between the parties to...",...were not enforceable because the parties did not execute the Non- competition Agreement referenced in Section 7 of the Employment Contracts. (2nd...,...facts out here. 1.The Parties' Failure To Execute A Non- competition Agreement Did Not Render the Employment Contracts Void Hosanna argues...
2008,,"Waters v. NMC-Wollard, Inc.",https://www.westlaw.com/Document/I4ced9db1bf7211dcb595a478de34cd72/View/FullText.html?listSource=Search&list=CASE&rank=174&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, E.D. Pennsylvania.",9-Jan-08,Not Reported in F.Supp.2d,2008 WL 90241,CIV. A. 06-0032,"Plaintiff Albert Waters brought this action alleging products liability based on a defective design, as well as other claims, against NMCWollard, Inc. (NMC). His claim arose out of an accident that occurred while he was operating a belt loader in the course of his employment as a baggage handler at Philadelphia International Airport. Waters's...","...specifically require WAEC to dissolve, but the APA included a non- compete provision, preventing WAEC from engag[ing] in any business in...","...WAEC, Inc.] engages in prior to the termination of this covenant not to compete. (APA ¶ 8.2.) WAEC also agreed not to solicit...",,
2008,,Krauss-Maffei Corp. v. Donovan,https://www.westlaw.com/Document/I26879547c06211dcbb72bbec4e175148/View/FullText.html?listSource=Search&list=CASE&rank=396&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, E.D. Kentucky, Northern Division, at Covington.",9-Jan-08,Not Reported in F.Supp.2d,2008 WL 108757,CIV.A. 07-99-DLB,"This matter is before the court on Defendant's Motion to Dismiss Plaintiff's Complaint for Lack of Personal Jurisdiction and Improper Venue (Doc. # 6). Plaintiff has filed a response in opposition (Doc. # 10), and Defendant has filed a reply (Doc # 11). For the reasons that follow, the motion is hereby denied. Plaintiff former employer alleges...",...employment contract in Michigan. Id . at 841. The contract included non- compete and non-disclosure of trade secrets provisions. Id. 5 It...,...the parties in the instant action did not include a non- compete clause. The contacts between the parties in United Radio were...,,
2008,,"Feeney v. Transition Automation, Inc.",https://www.westlaw.com/Document/Ia4a4fd27ca9b11dcb6a3a099756c05b7/View/FullText.html?listSource=Search&list=CASE&rank=114&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, D. Massachusetts.",9-Jan-08,Not Reported in F.Supp.2d,2008 WL 190766,CIV A 06-11677-RWZ,"Plaintiff Thomas B. Feeney (Feeney) disputes defendant Transition Automation, Inc.'s (Transition) claim that it is entitled by operation of an employment agreement to assignment of an invention Feeney disclosed to defendant Mark J. Curtin (Curtin), president of Transition. The dispositive question resolves...","...he also sign the attached standardized Confidential NonDisclosure Agreement, Non  Competition Restrictive Covenant and Proprietary Rights agreement (collectively the Agreements (Docket # 16, Ex...","...of the Commonwealth of Massachusetts. (Agreements, 6 ¶ 11.) The Non  Competition Restrictive Covenant and the Proprietary Rights agreement are silent on choice of...",,
2006,,Heerwagen v. Clear Channel Communications,https://www.westlaw.com/Document/I2f7b360f821c11da97faf3f66e4b6844/View/FullText.html?listSource=Search&list=CASE&rank=525&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States Court of Appeals, Second Circuit.",10-Jan-06,435 F.3d 219,2006 WL 45859,04-0699-CV,ANTITRUST - Monopolies. Finding that relevant geographic market for retail tickets for live rock concerts was not national was not clear error.,...2627 (D.Me.1987) (reasoning that geographic area specified in non- compete agreement constituted the relevant market). As Heerwagen's own testimony shows...,,,
2008,,Kelly Services v. Eidnes,https://www.westlaw.com/Document/I5a3c861cc2b411dcb595a478de34cd72/View/FullText.html?listSource=Search&list=CASE&rank=192&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, E.D. Michigan, Southern Division.",10-Jan-08,530 F.Supp.2d 940,2008 WL 115187,CIV. 07-14989,LITIGATION - Jurisdiction. Dismissal for lack of subject matter jurisdiction based on diversity jurisdiction was not warranted.,"...action against Minnesota-based former employee, alleging that employee breached non- competition and non-solicitation clauses in parties' employment agreement, and violated...","...action against Minnesota-based former employee, alleging that employee breached non- competition and non-solicitation clauses in parties' employment agreement, for lack...","...steps to protect such information, supported claim for breach of non- competition and non-solicitation clauses in parties' employment agreement, and violation...","...of Relief 212IV(L) Trade or Business 212 1383 k. Non- competition and non-solicitation issues. (Formerly 212k138.39 Employer showed likelihood of success on merits of its claim that non- compete clause, which restricted employee from competing with employer within nine..."
2008,,Muskat v. U.S.,https://www.westlaw.com/Document/Idbc80320c42311dcb6a3a099756c05b7/View/FullText.html?listSource=Search&list=CASE&rank=86&sessionScopeId=04f640b2ff2c2e6e3b1d87cd6394bcc861a5c3b644f6b21e3d65eeb3d6174582&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"United States District Court, D. New Hampshire.",10-Jan-08,Not Reported in F.Supp.2d,2008 WL 138052,CIV. 06-CV-30-JD,"Irwin and Margery Muskat seek a refund of income taxes paid in 1998 on compensation Irwin Muskat received from Manchester Acquisition Corporation (MAC) as part of the transaction involving the sale of the Muskats' business, Jac Pac Foods, Ltd., to MAC. The Muskats contend that they mistakenly characterized a $1,000,000 payment under...","...contend that they mistakenly characterized a $1,000,000 payment under Irwin's noncompetition agreement as ordinary income when it was actually payment for...","...determining whether the $1,000,000 paid to Irwin Muskat under the noncompetition agreement was compensation for that agreement or, instead, was compensation...","...States argues that because Muskat and MAC agreed in the noncompetition agreement that the $1,000,000 payment was consideration for that agreement...","...specifically allocates a part of the purchase price to a covenant not to compete, the parties cannot, absent fraud, mistake, or duress, adduce parol..."
